condition_id,source_year,source_week,game_id,play_id,nfl_id,n_rows_in_condition
281,2023,1,2023090700,461,47856,1
270,2023,1,2023090700,461,52471,1
263,2023,1,2023090700,461,52546,1
264,2023,1,2023090700,461,53487,1
276,2023,1,2023090700,461,53541,1
268,2023,1,2023090700,461,54486,1
253,2023,1,2023090700,461,54527,1
290,2023,1,2023090700,461,55876,1
295,2023,1,2023090700,461,55899,1
255,2023,1,2023090700,461,55984,1
334,2023,1,2023090700,530,43290,1
329,2023,1,2023090700,530,44930,1
308,2023,1,2023090700,530,46137,1
327,2023,1,2023090700,530,46424,1
321,2023,1,2023090700,530,52471,1
310,2023,1,2023090700,530,52546,1
314,2023,1,2023090700,530,53487,1
336,2023,1,2023090700,530,53541,1
317,2023,1,2023090700,530,54486,1
305,2023,1,2023090700,530,54527,1
312,2023,1,2023090700,530,54568,1
325,2023,1,2023090700,530,55876,1
331,2023,1,2023090700,530,55899,1
382,2023,1,2023090700,621,38696,1
388,2023,1,2023090700,621,43290,1
378,2023,1,2023090700,621,44930,1
349,2023,1,2023090700,621,46137,1
371,2023,1,2023090700,621,47856,1
356,2023,1,2023090700,621,47882,1
355,2023,1,2023090700,621,52546,1
362,2023,1,2023090700,621,53487,1
395,2023,1,2023090700,621,53541,1
363,2023,1,2023090700,621,54486,1
341,2023,1,2023090700,621,54527,1
346,2023,1,2023090700,621,54600,1
386,2023,1,2023090700,621,55899,1
429,2023,1,2023090700,713,44822,1
398,2023,1,2023090700,713,44888,1
406,2023,1,2023090700,713,44906,1
422,2023,1,2023090700,713,46243,1
427,2023,1,2023090700,713,46309,1
403,2023,1,2023090700,713,47888,1
433,2023,1,2023090700,713,53591,1
411,2023,1,2023090700,713,53953,1
414,2023,1,2023090700,713,54562,1
419,2023,1,2023090700,713,54716,1
409,2023,1,2023090700,713,55882,1
400,2023,1,2023090700,713,55910,1
424,2023,1,2023090700,713,55920,1
465,2023,1,2023090700,736,41325,1
482,2023,1,2023090700,736,44822,1
439,2023,1,2023090700,736,44888,1
451,2023,1,2023090700,736,44906,1
489,2023,1,2023090700,736,46213,1
472,2023,1,2023090700,736,46243,1
449,2023,1,2023090700,736,47888,1
475,2023,1,2023090700,736,53591,1
455,2023,1,2023090700,736,53953,1
480,2023,1,2023090700,736,54519,1
459,2023,1,2023090700,736,54562,1
445,2023,1,2023090700,736,55910,1
547,2023,1,2023090700,877,44822,1
499,2023,1,2023090700,877,44888,1
509,2023,1,2023090700,877,44906,1
554,2023,1,2023090700,877,46243,1
503,2023,1,2023090700,877,47888,1
545,2023,1,2023090700,877,53591,1
521,2023,1,2023090700,877,53953,1
524,2023,1,2023090700,877,54562,1
534,2023,1,2023090700,877,54716,1
517,2023,1,2023090700,877,55882,1
589,2023,1,2023090700,902,42460,1
610,2023,1,2023090700,902,44822,1
556,2023,1,2023090700,902,44888,1
566,2023,1,2023090700,902,44906,1
608,2023,1,2023090700,902,46243,1
564,2023,1,2023090700,902,47888,1
604,2023,1,2023090700,902,53449,1
580,2023,1,2023090700,902,53953,1
584,2023,1,2023090700,902,54562,1
598,2023,1,2023090700,902,54716,1
575,2023,1,2023090700,902,55882,1
561,2023,1,2023090700,902,55910,1
614,2023,1,2023090700,902,55920,1
654,2023,1,2023090700,1001,41325,1
676,2023,1,2023090700,1001,44822,1
637,2023,1,2023090700,1001,44834,1
617,2023,1,2023090700,1001,44888,1
630,2023,1,2023090700,1001,44906,1
659,2023,1,2023090700,1001,46243,1
674,2023,1,2023090700,1001,46309,1
626,2023,1,2023090700,1001,47888,1
669,2023,1,2023090700,1001,53591,1
642,2023,1,2023090700,1001,53953,1
644,2023,1,2023090700,1001,54562,1
625,2023,1,2023090700,1001,55910,1
682,2023,1,2023090700,1001,55920,1
734,2023,1,2023090700,1069,43290,1
722,2023,1,2023090700,1069,44930,1
692,2023,1,2023090700,1069,46137,1
710,2023,1,2023090700,1069,52471,1
696,2023,1,2023090700,1069,52546,1
703,2023,1,2023090700,1069,53487,1
718,2023,1,2023090700,1069,53541,1
738,2023,1,2023090700,1069,53959,1
707,2023,1,2023090700,1069,54486,1
686,2023,1,2023090700,1069,54527,1
700,2023,1,2023090700,1069,54568,1
731,2023,1,2023090700,1069,55899,1
786,2023,1,2023090700,1154,43290,1
784,2023,1,2023090700,1154,43584,1
751,2023,1,2023090700,1154,46137,1
777,2023,1,2023090700,1154,47856,1
769,2023,1,2023090700,1154,52471,1
757,2023,1,2023090700,1154,52546,1
760,2023,1,2023090700,1154,53487,1
794,2023,1,2023090700,1154,53541,1
766,2023,1,2023090700,1154,54486,1
746,2023,1,2023090700,1154,54527,1
759,2023,1,2023090700,1154,54568,1
819,2023,1,2023090700,1201,38696,1
821,2023,1,2023090700,1201,43290,1
816,2023,1,2023090700,1201,44930,1
800,2023,1,2023090700,1201,46137,1
812,2023,1,2023090700,1201,52471,1
802,2023,1,2023090700,1201,52546,1
805,2023,1,2023090700,1201,52585,1
814,2023,1,2023090700,1201,53541,1
806,2023,1,2023090700,1201,54486,1
797,2023,1,2023090700,1201,54527,1
824,2023,1,2023090700,1201,55899,1
849,2023,1,2023090700,1300,38696,1
853,2023,1,2023090700,1300,43290,1
846,2023,1,2023090700,1300,44930,1
833,2023,1,2023090700,1300,46137,1
836,2023,1,2023090700,1300,52546,1
840,2023,1,2023090700,1300,53487,1
844,2023,1,2023090700,1300,53541,1
842,2023,1,2023090700,1300,54486,1
830,2023,1,2023090700,1300,54495,1
828,2023,1,2023090700,1300,54527,1
856,2023,1,2023090700,1300,55876,1
852,2023,1,2023090700,1300,55899,1
893,2023,1,2023090700,1422,44822,1
866,2023,1,2023090700,1422,44906,1
887,2023,1,2023090700,1422,46309,1
863,2023,1,2023090700,1422,47888,1
897,2023,1,2023090700,1422,53591,1
871,2023,1,2023090700,1422,53953,1
872,2023,1,2023090700,1422,54511,1
890,2023,1,2023090700,1422,54519,1
875,2023,1,2023090700,1422,54562,1
861,2023,1,2023090700,1422,55910,1
881,2023,1,2023090700,1422,55920,1
941,2023,1,2023090700,1494,38696,1
935,2023,1,2023090700,1494,43290,1
933,2023,1,2023090700,1494,44930,1
911,2023,1,2023090700,1494,46137,1
905,2023,1,2023090700,1494,47913,1
921,2023,1,2023090700,1494,52471,1
915,2023,1,2023090700,1494,52546,1
928,2023,1,2023090700,1494,53541,1
919,2023,1,2023090700,1494,54486,1
900,2023,1,2023090700,1494,54527,1
1017,2023,1,2023090700,1563,44822,1
946,2023,1,2023090700,1563,44888,1
968,2023,1,2023090700,1563,44906,1
1005,2023,1,2023090700,1563,46243,1
959,2023,1,2023090700,1563,47888,1
1013,2023,1,2023090700,1563,53591,1
983,2023,1,2023090700,1563,53953,1
990,2023,1,2023090700,1563,54562,1
992,2023,1,2023090700,1563,54716,1
1000,2023,1,2023090700,1563,54885,1
975,2023,1,2023090700,1563,55882,1
953,2023,1,2023090700,1563,55910,1
1027,2023,1,2023090700,1563,55920,1
1066,2023,1,2023090700,1588,41325,1
1087,2023,1,2023090700,1588,44822,1
1032,2023,1,2023090700,1588,44888,1
1045,2023,1,2023090700,1588,44906,1
1080,2023,1,2023090700,1588,46243,1
1091,2023,1,2023090700,1588,46309,1
1041,2023,1,2023090700,1588,47888,1
1073,2023,1,2023090700,1588,53449,1
1084,2023,1,2023090700,1588,53591,1
1054,2023,1,2023090700,1588,53953,1
1058,2023,1,2023090700,1588,54562,1
1049,2023,1,2023090700,1588,55882,1
1037,2023,1,2023090700,1588,55910,1
1116,2023,1,2023090700,1618,41325,1
1127,2023,1,2023090700,1618,44822,1
1094,2023,1,2023090700,1618,44888,1
1103,2023,1,2023090700,1618,44906,1
1121,2023,1,2023090700,1618,46309,1
1100,2023,1,2023090700,1618,47888,1
1118,2023,1,2023090700,1618,53591,1
1108,2023,1,2023090700,1618,53953,1
1125,2023,1,2023090700,1618,54519,1
1111,2023,1,2023090700,1618,54562,1
1105,2023,1,2023090700,1618,55882,1
1097,2023,1,2023090700,1618,55910,1
1131,2023,1,2023090700,1618,55920,1
1169,2023,1,2023090700,1679,41325,1
1188,2023,1,2023090700,1679,44822,1
1135,2023,1,2023090700,1679,44888,1
1150,2023,1,2023090700,1679,44906,1
1175,2023,1,2023090700,1679,46213,1
1193,2023,1,2023090700,1679,46243,1
1145,2023,1,2023090700,1679,47888,1
1181,2023,1,2023090700,1679,53591,1
1156,2023,1,2023090700,1679,53953,1
1186,2023,1,2023090700,1679,54519,1
1161,2023,1,2023090700,1679,54562,1
1164,2023,1,2023090700,1679,54653,1
1142,2023,1,2023090700,1679,55910,1
1223,2023,1,2023090700,1711,41325,1
1239,2023,1,2023090700,1711,44822,1
1195,2023,1,2023090700,1711,44888,1
1208,2023,1,2023090700,1711,44906,1
1245,2023,1,2023090700,1711,46213,1
1228,2023,1,2023090700,1711,46243,1
1203,2023,1,2023090700,1711,47888,1
1231,2023,1,2023090700,1711,53591,1
1215,2023,1,2023090700,1711,53953,1
1237,2023,1,2023090700,1711,54519,1
1219,2023,1,2023090700,1711,54562,1
1212,2023,1,2023090700,1711,55882,1
1199,2023,1,2023090700,1711,55910,1
1276,2023,1,2023090700,1741,41325,1
1294,2023,1,2023090700,1741,42460,1
1290,2023,1,2023090700,1741,44822,1
1262,2023,1,2023090700,1741,44834,1
1246,2023,1,2023090700,1741,44888,1
1261,2023,1,2023090700,1741,44906,1
1255,2023,1,2023090700,1741,47888,1
1283,2023,1,2023090700,1741,53591,1
1265,2023,1,2023090700,1741,53953,1
1267,2023,1,2023090700,1741,54562,1
1280,2023,1,2023090700,1741,54885,1
1253,2023,1,2023090700,1741,55910,1
1287,2023,1,2023090700,1741,55920,1
1328,2023,1,2023090700,1812,38696,1
1330,2023,1,2023090700,1812,43290,1
1324,2023,1,2023090700,1812,44930,1
1309,2023,1,2023090700,1812,46137,1
1314,2023,1,2023090700,1812,47882,1
1311,2023,1,2023090700,1812,52546,1
1318,2023,1,2023090700,1812,53487,1
1321,2023,1,2023090700,1812,53541,1
1298,2023,1,2023090700,1812,54527,1
1305,2023,1,2023090700,1812,54600,1
1301,2023,1,2023090700,1812,55895,1
1332,2023,1,2023090700,1812,55899,1
1372,2023,1,2023090700,1837,38696,1
1374,2023,1,2023090700,1837,43290,1
1367,2023,1,2023090700,1837,44930,1
1344,2023,1,2023090700,1837,46137,1
1363,2023,1,2023090700,1837,47856,1
1349,2023,1,2023090700,1837,47882,1
1347,2023,1,2023090700,1837,52546,1
1352,2023,1,2023090700,1837,53487,1
1359,2023,1,2023090700,1837,53541,1
1354,2023,1,2023090700,1837,54486,1
1335,2023,1,2023090700,1837,54527,1
1339,2023,1,2023090700,1837,54600,1
1381,2023,1,2023090700,1837,55899,1
1418,2023,1,2023090700,1869,38696,1
1423,2023,1,2023090700,1869,43290,1
1425,2023,1,2023090700,1869,44930,1
1390,2023,1,2023090700,1869,46137,1
1412,2023,1,2023090700,1869,47856,1
1396,2023,1,2023090700,1869,47882,1
1393,2023,1,2023090700,1869,52546,1
1400,2023,1,2023090700,1869,53487,1
1408,2023,1,2023090700,1869,53541,1
1404,2023,1,2023090700,1869,54486,1
1382,2023,1,2023090700,1869,54527,1
1388,2023,1,2023090700,1869,54600,1
1422,2023,1,2023090700,1869,55899,1
1384,2023,1,2023090700,1869,55984,1
1477,2023,1,2023090700,1940,38696,1
1471,2023,1,2023090700,1940,43290,1
1469,2023,1,2023090700,1940,44930,1
1442,2023,1,2023090700,1940,46137,1
1450,2023,1,2023090700,1940,47882,1
1444,2023,1,2023090700,1940,52546,1
1454,2023,1,2023090700,1940,53487,1
1463,2023,1,2023090700,1940,53541,1
1458,2023,1,2023090700,1940,54486,1
1431,2023,1,2023090700,1940,54527,1
1439,2023,1,2023090700,1940,54600,1
1521,2023,1,2023090700,2118,42460,1
1518,2023,1,2023090700,2118,44822,1
1482,2023,1,2023090700,2118,44888,1
1490,2023,1,2023090700,2118,44906,1
1506,2023,1,2023090700,2118,46213,1
1510,2023,1,2023090700,2118,46243,1
1487,2023,1,2023090700,2118,47888,1
1503,2023,1,2023090700,2118,52440,1
1492,2023,1,2023090700,2118,53542,1
1515,2023,1,2023090700,2118,53591,1
1495,2023,1,2023090700,2118,53953,1
1498,2023,1,2023090700,2118,54562,1
1484,2023,1,2023090700,2118,55910,1
1564,2023,1,2023090700,2141,41325,1
1584,2023,1,2023090700,2141,44822,1
1529,2023,1,2023090700,2141,44888,1
1543,2023,1,2023090700,2141,44906,1
1568,2023,1,2023090700,2141,46213,1
1538,2023,1,2023090700,2141,47888,1
1575,2023,1,2023090700,2141,53449,1
1592,2023,1,2023090700,2141,53591,1
1551,2023,1,2023090700,2141,53953,1
1581,2023,1,2023090700,2141,54519,1
1554,2023,1,2023090700,2141,54562,1
1556,2023,1,2023090700,2141,54653,1
1533,2023,1,2023090700,2141,55910,1
1630,2023,1,2023090700,2186,38696,1
1629,2023,1,2023090700,2186,43290,1
1627,2023,1,2023090700,2186,44930,1
1604,2023,1,2023090700,2186,46137,1
1625,2023,1,2023090700,2186,47856,1
1614,2023,1,2023090700,2186,52471,1
1607,2023,1,2023090700,2186,52546,1
1610,2023,1,2023090700,2186,53487,1
1622,2023,1,2023090700,2186,53541,1
1611,2023,1,2023090700,2186,54486,1
1596,2023,1,2023090700,2186,54527,1
1598,2023,1,2023090700,2186,55984,1
1680,2023,1,2023090700,2261,38696,1
1682,2023,1,2023090700,2261,43290,1
1674,2023,1,2023090700,2261,43584,1
1644,2023,1,2023090700,2261,46137,1
1668,2023,1,2023090700,2261,47856,1
1652,2023,1,2023090700,2261,47882,1
1648,2023,1,2023090700,2261,52546,1
1655,2023,1,2023090700,2261,53487,1
1664,2023,1,2023090700,2261,53541,1
1659,2023,1,2023090700,2261,54486,1
1633,2023,1,2023090700,2261,54527,1
1639,2023,1,2023090700,2261,54600,1
1688,2023,1,2023090700,2261,55899,1
1744,2023,1,2023090700,2306,44822,1
1690,2023,1,2023090700,2306,44888,1
1701,2023,1,2023090700,2306,44906,1
1726,2023,1,2023090700,2306,46243,1
1697,2023,1,2023090700,2306,47888,1
1720,2023,1,2023090700,2306,52440,1
1749,2023,1,2023090700,2306,53449,1
1732,2023,1,2023090700,2306,53591,1
1710,2023,1,2023090700,2306,53953,1
1742,2023,1,2023090700,2306,54519,1
1715,2023,1,2023090700,2306,54562,1
1704,2023,1,2023090700,2306,55882,1
1693,2023,1,2023090700,2306,55910,1
1777,2023,1,2023090700,2364,41325,1
1793,2023,1,2023090700,2364,44822,1
1753,2023,1,2023090700,2364,44888,1
1762,2023,1,2023090700,2364,44906,1
1782,2023,1,2023090700,2364,46243,1
1759,2023,1,2023090700,2364,47888,1
1799,2023,1,2023090700,2364,53449,1
1786,2023,1,2023090700,2364,53591,1
1768,2023,1,2023090700,2364,53953,1
1791,2023,1,2023090700,2364,54519,1
1771,2023,1,2023090700,2364,54562,1
1774,2023,1,2023090700,2364,54653,1
1756,2023,1,2023090700,2364,55910,1
1834,2023,1,2023090700,2435,42460,1
1856,2023,1,2023090700,2435,44822,1
1811,2023,1,2023090700,2435,44906,1
1848,2023,1,2023090700,2435,46243,1
1805,2023,1,2023090700,2435,47888,1
1816,2023,1,2023090700,2435,53542,1
1850,2023,1,2023090700,2435,53591,1
1826,2023,1,2023090700,2435,53953,1
1833,2023,1,2023090700,2435,54562,1
1822,2023,1,2023090700,2435,54682,1
1866,2023,1,2023090700,2435,54716,1
1842,2023,1,2023090700,2435,54885,1
1819,2023,1,2023090700,2435,55882,1
1913,2023,1,2023090700,2487,42460,1
1939,2023,1,2023090700,2487,44822,1
1878,2023,1,2023090700,2487,44906,1
1947,2023,1,2023090700,2487,46213,1
1871,2023,1,2023090700,2487,47888,1
1882,2023,1,2023090700,2487,53542,1
1937,2023,1,2023090700,2487,53591,1
1931,2023,1,2023090700,2487,53724,1
1901,2023,1,2023090700,2487,53953,1
1908,2023,1,2023090700,2487,54562,1
1896,2023,1,2023090700,2487,54682,1
1921,2023,1,2023090700,2487,54716,1
1889,2023,1,2023090700,2487,55882,1
1967,2023,1,2023090700,2510,44822,1
1951,2023,1,2023090700,2510,44906,1
1962,2023,1,2023090700,2510,46243,1
1969,2023,1,2023090700,2510,46309,1
1536,2023,1,2023090700,2510,47888,1
1953,2023,1,2023090700,2510,53542,1
1964,2023,1,2023090700,2510,53591,1
1956,2023,1,2023090700,2510,53953,1
1966,2023,1,2023090700,2510,54519,1
1552,2023,1,2023090700,2510,54562,1
1960,2023,1,2023090700,2510,54716,1
1955,2023,1,2023090700,2510,55882,1
1948,2023,1,2023090700,2510,55910,1
2021,2023,1,2023090700,2613,43290,1
2012,2023,1,2023090700,2613,44930,1
1988,2023,1,2023090700,2613,46137,1
2005,2023,1,2023090700,2613,47856,1
1982,2023,1,2023090700,2613,47913,1
1990,2023,1,2023090700,2613,53487,1
2028,2023,1,2023090700,2613,53541,1
1995,2023,1,2023090700,2613,54486,1
1975,2023,1,2023090700,2613,54527,1
2017,2023,1,2023090700,2613,55899,1
2107,2023,1,2023090700,2638,38696,1
2114,2023,1,2023090700,2638,43290,1
2103,2023,1,2023090700,2638,43584,1
2064,2023,1,2023090700,2638,46137,1
2045,2023,1,2023090700,2638,47913,1
2070,2023,1,2023090700,2638,52546,1
2074,2023,1,2023090700,2638,53487,1
2080,2023,1,2023090700,2638,53541,1
2037,2023,1,2023090700,2638,54527,1
2058,2023,1,2023090700,2638,54600,1
2090,2023,1,2023090700,2638,55876,1
2122,2023,1,2023090700,2638,55899,1
2173,2023,1,2023090700,2825,42460,1
2203,2023,1,2023090700,2825,44822,1
2145,2023,1,2023090700,2825,44834,1
2126,2023,1,2023090700,2825,44888,1
2140,2023,1,2023090700,2825,44906,1
2182,2023,1,2023090700,2825,46213,1
2132,2023,1,2023090700,2825,47888,1
2151,2023,1,2023090700,2825,53542,1
2192,2023,1,2023090700,2825,53591,1
2156,2023,1,2023090700,2825,53953,1
2199,2023,1,2023090700,2825,54519,1
2166,2023,1,2023090700,2825,54562,1
2209,2023,1,2023090700,2825,54716,1
2349,2023,1,2023090700,2906,42460,1
2336,2023,1,2023090700,2906,44822,1
2216,2023,1,2023090700,2906,44888,1
2233,2023,1,2023090700,2906,44906,1
2297,2023,1,2023090700,2906,46213,1
2314,2023,1,2023090700,2906,46243,1
2225,2023,1,2023090700,2906,47888,1
2328,2023,1,2023090700,2906,53591,1
2256,2023,1,2023090700,2906,53953,1
2267,2023,1,2023090700,2906,54562,1
2245,2023,1,2023090700,2906,54682,1
2280,2023,1,2023090700,2906,54716,1
2239,2023,1,2023090700,2906,55882,1
2369,2023,1,2023090700,2936,42460,1
2378,2023,1,2023090700,2936,44822,1
2352,2023,1,2023090700,2936,44888,1
2359,2023,1,2023090700,2936,44906,1
2375,2023,1,2023090700,2936,46243,1
2377,2023,1,2023090700,2936,46309,1
2357,2023,1,2023090700,2936,47888,1
2364,2023,1,2023090700,2936,53953,1
2380,2023,1,2023090700,2936,54519,1
2366,2023,1,2023090700,2936,54562,1
2373,2023,1,2023090700,2936,54716,1
2363,2023,1,2023090700,2936,55882,1
2354,2023,1,2023090700,2936,55910,1
2407,2023,1,2023090700,2959,41325,1
2422,2023,1,2023090700,2959,44822,1
2383,2023,1,2023090700,2959,44888,1
2390,2023,1,2023090700,2959,44906,1
2415,2023,1,2023090700,2959,46309,1
2388,2023,1,2023090700,2959,47888,1
2426,2023,1,2023090700,2959,53449,1
2410,2023,1,2023090700,2959,53591,1
2394,2023,1,2023090700,2959,53953,1
2420,2023,1,2023090700,2959,54519,1
2397,2023,1,2023090700,2959,54562,1
2400,2023,1,2023090700,2959,54653,1
2385,2023,1,2023090700,2959,55910,1
2449,2023,1,2023090700,3032,38696,1
2454,2023,1,2023090700,3032,43290,1
2446,2023,1,2023090700,3032,43584,1
2435,2023,1,2023090700,3032,46137,1
2443,2023,1,2023090700,3032,47856,1
2440,2023,1,2023090700,3032,52471,1
2437,2023,1,2023090700,3032,53487,1
2457,2023,1,2023090700,3032,53541,1
2439,2023,1,2023090700,3032,54486,1
2429,2023,1,2023090700,3032,54527,1
2431,2023,1,2023090700,3032,54600,1
2452,2023,1,2023090700,3032,55899,1
2496,2023,1,2023090700,3089,43290,1
2501,2023,1,2023090700,3089,43584,1
2491,2023,1,2023090700,3089,44930,1
2467,2023,1,2023090700,3089,46137,1
2487,2023,1,2023090700,3089,47856,1
2472,2023,1,2023090700,3089,47882,1
2469,2023,1,2023090700,3089,52546,1
2475,2023,1,2023090700,3089,53487,1
2482,2023,1,2023090700,3089,53541,1
2479,2023,1,2023090700,3089,54486,1
2460,2023,1,2023090700,3089,54527,1
2464,2023,1,2023090700,3089,54600,1
2495,2023,1,2023090700,3089,55899,1
2578,2023,1,2023090700,3114,43290,1
2561,2023,1,2023090700,3114,44930,1
2510,2023,1,2023090700,3114,46137,1
2539,2023,1,2023090700,3114,52471,1
1392,2023,1,2023090700,3114,52546,1
2528,2023,1,2023090700,3114,53487,1
2586,2023,1,2023090700,3114,53541,1
2540,2023,1,2023090700,3114,53959,1
2533,2023,1,2023090700,3114,54486,1
2507,2023,1,2023090700,3114,54527,1
2523,2023,1,2023090700,3114,54568,1
2553,2023,1,2023090700,3114,55876,1
2568,2023,1,2023090700,3114,55899,1
2650,2023,1,2023090700,3185,44822,1
2606,2023,1,2023090700,3185,44834,1
2605,2023,1,2023090700,3185,44906,1
2637,2023,1,2023090700,3185,46243,1
2639,2023,1,2023090700,3185,46309,1
2601,2023,1,2023090700,3185,47888,1
2631,2023,1,2023090700,3185,52440,1
2617,2023,1,2023090700,3185,53542,1
1592,2023,1,2023090700,3185,53591,1
2618,2023,1,2023090700,3185,53953,1
2647,2023,1,2023090700,3185,54519,1
2622,2023,1,2023090700,3185,54562,1
2595,2023,1,2023090700,3185,55910,1
2708,2023,1,2023090700,3233,44822,1
2656,2023,1,2023090700,3233,44888,1
2666,2023,1,2023090700,3233,44906,1
2690,2023,1,2023090700,3233,46213,1
2694,2023,1,2023090700,3233,46243,1
2684,2023,1,2023090700,3233,47864,1
2661,2023,1,2023090700,3233,47888,1
2713,2023,1,2023090700,3233,52440,1
2701,2023,1,2023090700,3233,53591,1
2674,2023,1,2023090700,3233,53953,1
2706,2023,1,2023090700,3233,54519,1
2678,2023,1,2023090700,3233,54562,1
2669,2023,1,2023090700,3233,55882,1
2818,2023,1,2023090700,3324,41325,1
2809,2023,1,2023090700,3324,44822,1
2717,2023,1,2023090700,3324,44888,1
2738,2023,1,2023090700,3324,44906,1
2786,2023,1,2023090700,3324,46243,1
2774,2023,1,2023090700,3324,47864,1
2727,2023,1,2023090700,3324,47888,1
2798,2023,1,2023090700,3324,53591,1
2747,2023,1,2023090700,3324,53953,1
2755,2023,1,2023090700,3324,54562,1
2765,2023,1,2023090700,3324,54653,1
2807,2023,1,2023090700,3324,55920,1
2873,2023,1,2023090700,3461,43290,1
2865,2023,1,2023090700,3461,43584,1
2879,2023,1,2023090700,3461,44930,1
2840,2023,1,2023090700,3461,46137,1
2847,2023,1,2023090700,3461,53487,1
2855,2023,1,2023090700,3461,53541,1
2850,2023,1,2023090700,3461,54486,1
2830,2023,1,2023090700,3461,54495,1
2826,2023,1,2023090700,3461,54527,1
2834,2023,1,2023090700,3461,54600,1
2860,2023,1,2023090700,3461,55876,1
2870,2023,1,2023090700,3461,55899,1
2949,2023,1,2023090700,3486,43290,1
2942,2023,1,2023090700,3486,44930,1
2890,2023,1,2023090700,3486,46137,1
2931,2023,1,2023090700,3486,46424,1
2925,2023,1,2023090700,3486,47856,1
2911,2023,1,2023090700,3486,52471,1
2896,2023,1,2023090700,3486,52546,1
2904,2023,1,2023090700,3486,53487,1
2918,2023,1,2023090700,3486,53541,1
2954,2023,1,2023090700,3486,53959,1
2909,2023,1,2023090700,3486,54486,1
2883,2023,1,2023090700,3486,54527,1
2897,2023,1,2023090700,3486,54568,1
3008,2023,1,2023090700,3566,43290,1
3013,2023,1,2023090700,3566,44930,1
2961,2023,1,2023090700,3566,46137,1
3004,2023,1,2023090700,3566,46424,1
2988,2023,1,2023090700,3566,52471,1
2967,2023,1,2023090700,3566,52546,1
2975,2023,1,2023090700,3566,53487,1
2993,2023,1,2023090700,3566,53541,1
2981,2023,1,2023090700,3566,54486,1
2955,2023,1,2023090700,3566,54527,1
2972,2023,1,2023090700,3566,54568,1
3033,2023,1,2023090700,3674,42460,1
3042,2023,1,2023090700,3674,44822,1
3023,2023,1,2023090700,3674,44834,1
3016,2023,1,2023090700,3674,44888,1
3022,2023,1,2023090700,3674,44906,1
3019,2023,1,2023090700,3674,47888,1
3025,2023,1,2023090700,3674,53542,1
3040,2023,1,2023090700,3674,53591,1
3038,2023,1,2023090700,3674,53724,1
3027,2023,1,2023090700,3674,53953,1
3030,2023,1,2023090700,3674,54562,1
3036,2023,1,2023090700,3674,54716,1
3044,2023,1,2023090700,3674,54885,1
3110,2023,1,2023090700,3912,44822,1
3046,2023,1,2023090700,3912,44888,1
3063,2023,1,2023090700,3912,44906,1
3096,2023,1,2023090700,3912,46213,1
3104,2023,1,2023090700,3912,46243,1
3058,2023,1,2023090700,3912,47888,1
3119,2023,1,2023090700,3912,53449,1
3075,2023,1,2023090700,3912,53953,1
3079,2023,1,2023090700,3912,54562,1
3089,2023,1,2023090700,3912,54716,1
3070,2023,1,2023090700,3912,55882,1
3052,2023,1,2023090700,3912,55910,1
3170,2023,1,2023090700,3971,44822,1
3126,2023,1,2023090700,3971,44888,1
